Year,Month,Antigen,Doses,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP,
2008,May,MEASLES,h)wastage rate in the month=[G/E]x100,,78.33333333,76.36363636,42.22222222,#DIV/0!,#DIV/0!,#DIV/0!,26,62.5,37.5,90,55.17241379,25,87.5,87.5,#REF!
2008,May,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,84,132,198,120,,,,354,38,72,30,42,146,50,50,#REF!
2008,May,DPT/HIB/HEP B,b)Doses received within the month,200,0,0,200,,,,150,0,100,0,400,0,0,,#REF!
2008,May,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,284,132,198,320,,,,504,38,172,30,442,146,50,50,#REF!
2008,May,DPT/HIB/HEP B,d)Doses remaining at the end of the month,196,80,24,158,,,,327,18,152,14,150,132,33,33,#REF!
2008,May,DPT/HIB/HEP B,e)Doses used in the mont=C-D,88,52,174,162,,,,177,20,20,16,292,14,17,17,#REF!
2008,May,DPT/HIB/HEP B,f)Number of children vaccinated during the month,84,41,68,150,,,,175,14,20,16,253,14,17,17,#REF!
2008,May,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,4,11,106,12,,,,2,6,0,0,0,0,0,0,#REF!
2008,May,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,4.545454545,21.15384615,60.91954023,7.407407407,#DIV/0!,#DIV/0!,#DIV/0!,1.129943503,30,0,0,0,0,0,0,#REF!
2008,May,TT,a)Doses in stock at the beginning of the month,90,50,120,162,,,,130,43,40,200,100,,135,135,#REF!
2008,May,TT,b)Doses received within the month,400,0,0,200,,,,230,0,50,0,200,,0,,#REF!
2008,May,TT,c) Total doses stocked in the month=A+B,490,50,120,362,,,,360,43,90,200,300,,135,135,#REF!
2008,May,TT,d)Doses remaining at the end of the month,230,10,50,230,,,,170,28,90,140,200,,121,121,#REF!
2008,May,TT,e)Doses used in the mont=C-D,260,40,70,132,,,,190,15,60,60,100,,14,14,#REF!
2008,May,TT,f)Number of children vaccinated during the month,251,28,52,109,,,,67,15,59,54,90,,14,14,#REF!
2008,May,TT,g)Doses wasted in the month=E-F,9,12,18,23,,,,123,0,1,6,10,,0,0,#REF!
2008,May,TT,h)wastage rate in the month=[G/E]x100,3.461538462,30,25.71428571,17.42424242,#DIV/0!,#DIV/0!,#DIV/0!,64.73684211,0,1,10,10,#DIV/0!,0,0,#REF!
2008,Jun,BCG,a)Doses in stock at the beginning of the month,140,60,60,140,200,,160,160,60,120,20,40,120,0,220,
2008,Jun,BCG,b)Doses received within the month,120,100,0,40,0,,0,100,0,0,100,700,0,100,0,
2008,Jun,BCG,c) Total doses stocked in the month=A+B,260,160,60,180,200,,160,260,60,120,120,740,120,100,220,
2008,Jun,BCG,d)Doses remaining at the end of the month,20,100,0,60,120,,0,120,40,100,80,400,80,60,160,
2008,Jun,BCG,e)Doses used in the month=C-D,240,60,60,120,80,0,160,140,20,20,40,340,40,40,60,
2008,Jun,BCG,f)Number of children vaccinated during the month,70,11,14,38,32,,52,104,2,15,4,111,14,5,7,
2008,Jun,BCG,g)Doses wasted in the month=E-F,170,49,46,82,48,,108,36,18,5,36,229,26,35,53,
2008,Jun,BCG,h)wastage rate in the month=[G/E]x100,70.83333333,81.66666667,76.66666667,68.33333333,60,,67.5,25.71428571,90,25,90,67.35294118,65,87.5,88.33333333,
2008,Jun,OPV,a)Doses in stock at the beginning of the month,220,200,100,140,200,,58,400,125,40,60,220,204,43,80,
2008,Jun,OPV,b)Doses received within the month,200,0,200,200,0,,100,0,0,200,0,800,0,60,0,
2008,Jun,OPV,c) Total doses stocked in the month=A+B,420,200,300,340,200,,158,400,125,240,60,1020,204,103,80,
2008,Jun,OPV,d)Doses remaining at the end of the month,260,80,240,180,140,,35,146,100,220,20,520,151,86,20,
2008,Jun,OPV,e)Doses used in the mont=C-D,160,120,60,160,60,,123,254,25,20,40,500,53,17,60,
2008,Jun,OPV,f)Number of children vaccinated during the month,156,62,57,160,124,,116,249,12,46,16,334,53,17,21,
2008,Jun,OPV,g)Doses wasted in the month=E-F,4,58,3,0,-64,,7,5,13,-26,24,166,0,0,40,
2008,Jun,OPV,h)wastage rate in the month=[G/E]x100,2.5,48.33333333,5,0,-106.6666667,,5.691056911,1.968503937,52,-130,60,33.2,0,0,66.66666667,
2008,Jun,MEASLES,a)Doses in stock at the beginning of the month,80,110,60,210,100,,50,170,100,70,20,560,90,190,50,
2008,Jun,MEASLES,b)Doses received within the month,200,200,50,100,0,,100,100,0,100,0,0,0,0,0,
2008,Jun,MEASLES,c) Total doses stocked in the month=A+B,280,310,110,310,100,,150,270,100,170,20,560,90,190,50,
2008,Jun,MEASLES,d)Doses remaining at the end of the month,140,231,60,230,30,,80,180,50,120,10,350,70,180,20,
2008,Jun,MEASLES,e)Doses used in the mont=C-D,140,79,50,80,70,,70,90,50,50,10,210,20,10,30,
2008,Jun,MEASLES,f)Number of children vaccinated during the month,31,19,9,46,45,,27,54,15,10,1,116,10,1,3,
2008,Jun,MEASLES,g)Doses wasted in the month=E-F,109,60,41,34,25,,43,36,35,40,9,94,10,9,27,
2008,Jun,MEASLES,h)wastage rate in the month=[G/E]x100,77.85714286,75.94936709,82,42.5,35.71428571,,61.42857143,40,70,80,90,44.76190476,50,90,90,
2008,Jun,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,196,80,24,158,200,,67,328,62,90,14,256,124,33,78,
2008,Jun,DPT/HIB/HEP B,b)Doses received within the month,0,0,50,200,0,,100,200,0,100,100,700,0,0,0,
2008,Jun,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,196,80,74,358,200,,167,528,62,190,114,956,124,33,78,
2008,Jun,DPT/HIB/HEP B,d)Doses remaining at the end of the month,76,20,24,218,100,,56,282,21,150,94,322,70,17,44,
2008,Jun,DPT/HIB/HEP B,e)Doses used in the mont=C-D,120,60,50,140,100,,111,246,41,40,20,634,54,16,34,
2008,Jun,DPT/HIB/HEP B,f)Number of children vaccinated during the month,99,54,47,136,98,,107,235,21,33,12,234,51,16,18,
2008,Jun,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,21,6,3,4,2,,4,11,20,7,8,400,3,0,16,
2008,Jun,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,17.5,10,6,2.857142857,2,,3.603603604,4.471544715,48.7804878,17.5,40,63.09148265,5.555555556,0,47.05882353,
2008,Jun,TT,a)Doses in stock at the beginning of the month,390,60,50,230,100,,3.367853835,160,60,80,210,200,132,121,170,
2008,Jun,TT,b)Doses received within the month,0,200,100,100,0,,84.19634588,0,0,0,0,0,0,0,0,
2008,Jun,TT,c) Total doses stocked in the month=A+B,390,260,150,330,100,,87.56419971,160,60,80,210,200,132,121,170,
2008,Jun,TT,d)Doses remaining at the end of the month,110,130,50,80,61,,2600,50,34,60,170,70,115,106,130,
2008,Jun,TT,e)Doses used in the mont=C-D,280,130,100,250,39,,-2512.4358,110,26,20,40,130,17,15,40,
2008,Jun,TT,f)Number of children vaccinated during the month,271,33,65,103,31,,-2869.25,109,4,6,32,130,17,15,24,
2008,Jun,TT,g)Doses wasted in the month=E-F,9,97,35,147,8,,-110.3557692,218,11.76470588,10,18.82352941,185.7142857,14.7826087,14.1509434,18.46153846,
2008,Jun,TT,h)wastage rate in the month=[G/E]x100,3.214285714,74.61538462,35,58.8,20.51282051,,4.392381657,198.1818182,45.24886878,50,47.05882353,142.8571429,86.95652174,94.33962264,46.15384615,
2008,Jul,BCG,a)Doses in stock at the beginning of the month,20,100,40,60,180,,200,120,120,120,80,400,80,60,160,
2008,Jul,BCG,b)Doses received within the month,440,60,100,500,0,,100,100,0,0,100,400,0,60,0,
2008,Jul,BCG,c) Total doses stocked in the month=A+B,460,160,140,560,180,,300,320,120,120,180,800,80,120,160,
2008,Jul,BCG,d)Doses remaining at the end of the month,40,60,100,400,100,,160,220,100,100,80,500,0,40,20,
2008,Jul,BCG,e)Doses used in the month=C-D,420,100,40,160,80,,140,100,20,20,100,300,80,80,140,
2008,Jul,BCG,f)Number of children vaccinated during the month,97,17,6,37,16,,25,73,2,8,10,108,15,6,8,
2008,Jul,BCG,g)Doses wasted in the month=E-F,323,83,34,123,64,,115,27,18,12,90,192,65,74,32,
2008,Jul,BCG,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Jul,OPV,a)Doses in stock at the beginning of the month,260,80,60,180,360,,119,146,100,240,0,520,151,86,20,
2008,Jul,OPV,b)Doses received within the month,140,0,160,200,0,,200,400,0,0,100,500,0,40,140,
2008,Jul,OPV,c) Total doses stocked in the month=A+B,400,80,220,380,360,,319,546,100,240,100,1020,151,126,160,
2008,Jul,OPV,d)Doses remaining at the end of the month,200,0,160,200,162,,191,280,8,220,80,520,87,107,100,
2008,Jul,OPV,e)Doses used in the mont=C-D,200,80,60,180,198,,128,266,92,20,20,500,64,19,60,
2008,Jul,OPV,f)Number of children vaccinated during the month,191,64,54,167,88,,123,240,46,34,19,344,64,19,37,
2008,Jul,OPV,g)Doses wasted in the month=E-F,9,16,6,13,110,,5,26,46,14,1,156,0,0,23,
2008,Jul,OPV,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Jul,MEASLES,a)Doses in stock at the beginning of the month,140,230,20,230,250,,150,180,80,120,80,350,70,180,20,
2008,Jul,MEASLES,b)Doses received within the month,100,0,100,50,0,,100,100,0,0,100,400,0,0,50,
2008,Jul,MEASLES,c) Total doses stocked in the month=A+B,240,230,120,280,250,,250,280,80,120,180,750,70,180,70,
2008,Jul,MEASLES,d)Doses remaining at the end of the month,80,190,80,190,200,,90,210,20,110,160,550,60,140,10,
2008,Jul,MEASLES,e)Doses used in the mont=C-D,160,50,40,90,50,,160,70,60,10,20,200,10,40,60,
2008,Jul,MEASLES,f)Number of children vaccinated during the month,33,21,18,43,22,,35,64,9,8,2,87,5,2,10,
2008,Jul,MEASLES,g)Doses wasted in the month=E-F,127,29,22,47,28,,125,6,51,2,18,113,5,38,50,
2008,Jul,MEASLES,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Jul,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,76,20,10,218,194,,138,296,100,190,94,424,80,17,44,
2008,Jul,DPT/HIB/HEP B,b)Doses received within the month,200,140,50,100,0,,40,200,0,0,50,400,0,83,52,
2008,Jul,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,276,160,60,318,194,,178,496,100,190,144,824,80,100,96,
2008,Jul,DPT/HIB/HEP B,d)Doses remaining at the end of the month,154,56,22,170,106,,20,241,60,150,124,420,0,84,54,
2008,Jul,DPT/HIB/HEP B,e)Doses used in the mont=C-D,122,104,38,148,88,,158,255,40,40,20,404,58,16,42,
2008,Jul,DPT/HIB/HEP B,f)Number of children vaccinated during the month,106,57,38,129,88,,143,226,35,36,14,243,58,16,32,
2008,Jul,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,16,53,0,19,0,,15,29,5,4,6,161,0,0,10,
2008,Jul,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Jul,TT,a)Doses in stock at the beginning of the month,110,130,40,80,100,,145,50,60,60,150,70,115,106,210,
2008,Jul,TT,b)Doses received within the month,200,0,100,450,0,,100,100,0,0,100,400,0,0,0,
2008,Jul,TT,c) Total doses stocked in the month=A+B,310,130,140,530,100,,245,150,60,60,250,470,115,106,210,
2008,Jul,TT,d)Doses remaining at the end of the month,40,50,90,390,50,,80,30,50,50,200,350,74,95,200,
2008,Jul,TT,e)Doses used in the mont=C-D,270,70,50,140,50,,165,120,10,10,50,120,41,11,10,
2008,Jul,TT,f)Number of children vaccinated during the month,265,21,44,115,45,,89,110,10,4,47,95,41,11,10,
2008,Jul,TT,g)Doses wasted in the month=E-F,5,49,6,25,5,,76,10,0,6,3,25,0,0,0,
2008,Jul,TT,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Aug,BCG,a)Doses in stock at the beginning of the month,40,60,120,400,100,,160,120,100,20,80,500,140,40,0,
2008,Aug,BCG,b)Doses received within the month,260,60,0,0,60,,0,120,0,40,0,200,0,0,100,
2008,Aug,BCG,c) Total doses stocked in the month=A+B,300,120,120,400,160,,160,240,100,60,80,700,140,40,100,
2008,Aug,BCG,d)Doses remaining at the end of the month,0,60,0,280,0,,60,120,40,20,0,320,100,20,20,
2008,Aug,BCG,e)Doses used in the month=C-D,300,60,120,120,160,,100,120,60,40,80,380,40,20,80,
2008,Aug,BCG,f)Number of children vaccinated during the month,83,9,18,30,17,,16,85,5,29,11,163,6,3,20,
2008,Aug,BCG,g)Doses wasted in the month=E-F,217,51,102,90,143,,84,35,55,11,69,217,34,17,60,
2008,Aug,BCG,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Aug,OPV,a)Doses in stock at the beginning of the month,200,0,240,200,160,,181,280,160,180,86,520,86,107,80,
2008,Aug,OPV,b)Doses received within the month,220,200,0,200,200,,0,280,0,0,0,400,0,0,200,
2008,Aug,OPV,c) Total doses stocked in the month=A+B,420,200,240,400,360,,181,560,160,180,86,920,86,107,280,
2008,Aug,OPV,d)Doses remaining at the end of the month,220,120,200,240,160,,140,260,130,100,60,400,35,91,120,
2008,Aug,OPV,e)Doses used in the mont=C-D,200,80,40,360,200,,41,300,30,80,26,520,51,16,160,
2008,Aug,OPV,f)Number of children vaccinated during the month,190,54,40,162,91,,40,278,23,73,21,417,51,16,55,
2008,Aug,OPV,g)Doses wasted in the month=E-F,10,26,0,98,109,,1,22,7,7,5,103,0,0,25,
2008,Aug,OPV,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Aug,MEASLES,a)Doses in stock at the beginning of the month,80,190,100,190,190,,90,210,160,80,160,540,60,140,10,
2008,Aug,MEASLES,b)Doses received within the month,200,0,100,200,50,,0,210,0,60,0,200,0,0,100,
2008,Aug,MEASLES,c) Total doses stocked in the month=A+B,230,190,200,390,240,,90,420,160,140,160,740,60,140,110,
2008,Aug,MEASLES,d)Doses remaining at the end of the month,120,160,110,210,200,,40,340,120,110,140,470,40,110,30,
2008,Aug,MEASLES,e)Doses used in the mont=C-D,160,30,90,180,40,,50,80,40,20,20,270,20,30,80,
2008,Aug,MEASLES,f)Number of children vaccinated during the month,25,12,22,38,21,,17,53,7,14,2,131,11,3,13,
2008,Aug,MEASLES,g)Doses wasted in the month=E-F,135,18,68,142,19,,33,27,33,6,18,139,9,27,67,
2008,Aug,MEASLES,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Aug,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,154,56,10,170,104,,191,242,16,80,122,420,22,84,54,
2008,Aug,DPT/HIB/HEP B,b)Doses received within the month,20,0,50,0,0,,0,0,0,0,0,50,20,0,0,
2008,Aug,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,134,56,60,170,104,,191,242,16,80,122,470,42,84,54,
2008,Aug,DPT/HIB/HEP B,d)Doses remaining at the end of the month,10,2,0,18,10,,144,4,0,80,100,140,2,70,0,
2008,Aug,DPT/HIB/HEP B,e)Doses used in the mont=C-D,124,54,60,152,94,,47,238,16,60,22,330,40,14,54,
2008,Aug,DPT/HIB/HEP B,f)Number of children vaccinated during the month,112,52,58,142,91,,40,207,16,58,21,254,35,14,40,
2008,Aug,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,12,2,2,10,3,,7,31,0,2,1,76,3,0,14,
2008,Aug,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Aug,TT,a)Doses in stock at the beginning of the month,70,50,30,390,45,,90,62,100,50,210,360,74,95,200,
2008,Aug,TT,b)Doses received within the month,200,100,90,0,100,,0,0,0,0,0,0,0,0,100,
2008,Aug,TT,c) Total doses stocked in the month=A+B,270,150,120,390,145,,90,62,100,50,210,360,74,95,300,
2008,Aug,TT,d)Doses remaining at the end of the month,50,80,90,270,80,,38,0,70,40,150,278,63,90,190,
2008,Aug,TT,e)Doses used in the mont=C-D,220,70,30,120,65,,52,62,30,10,60,93,11,5,110,
2008,Aug,TT,f)Number of children vaccinated during the month,213,25,25,93,20,,51,62,20,9,54,82,11,5,40,
2008,Aug,TT,g)Doses wasted in the month=E-F,7,45,5,27,39,,1,0,10,1,6,11,0,0,20,
2008,Aug,TT,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Sep,BCG,a)Doses in stock at the beginning of the month,0,60,,280,0,,100,120,0,140,20,320,,0,20,#REF!
2008,Sep,BCG,b)Doses received within the month,200,100,,100,140,,80,100,100,0,20,200,,0,100,#REF!
2008,Sep,BCG,c) Total doses stocked in the month=A+B,200,160,0,380,140,,180,220,100,140,40,520,0,0,120,#REF!
2008,Sep,BCG,d)Doses remaining at the end of the month,40,120,,260,20,,40,120,60,120,20,180,,0,60,#REF!
2008,Sep,BCG,e)Doses used in the month=C-D,160,40,0,120,120,,140,100,40,20,20,340,0,0,60,#REF!
2008,Sep,BCG,f)Number of children vaccinated during the month,94,10,,26,15,,21,74,12,3,5,143,,0,16,#REF!
2008,Sep,BCG,g)Doses wasted in the month=E-F,66,30,0,94,105,,119,26,28,17,15,197,0,0,44,#REF!
2008,Sep,BCG,h)wastage rate in the month=[G/E]x100,41.25,75,#DIV/0!,78.33333333,87.5,,85,26,70,85,75,57.94117647,#DIV/0!,#DIV/0!,73.33333333,#REF!
2008,Sep,OPV,a)Doses in stock at the beginning of the month,,120,,260,160,,244,240,100,120,91,400,,60,120,#REF!
2008,Sep,OPV,b)Doses received within the month,,0,,200,200,,100,100,140,0,0,400,,0,80,#REF!
2008,Sep,OPV,c) Total doses stocked in the month=A+B,0,120,0,460,360,,344,340,240,120,91,800,0,60,200,#REF!
2008,Sep,OPV,d)Doses remaining at the end of the month,,20,,280,160,,236,120,120,91,60,230,,40,80,#REF!
2008,Sep,OPV,e)Doses used in the mont=C-D,0,100,0,180,200,,108,220,120,29,31,570,0,20,120,#REF!
2008,Sep,OPV,f)Number of children vaccinated during the month,,74,,160,78,,102,217,70,23,16,373,,18,52,#REF!
2008,Sep,OPV,g)Doses wasted in the month=E-F,0,26,0,20,122,,6,3,50,6,15,197,0,2,68,#REF!
2008,Sep,OPV,h)wastage rate in the month=[G/E]x100,#DIV/0!,26,#DIV/0!,11.11111111,61,,5.555555556,1.363636364,41.66666667,20.68965517,48.38709677,34.56140351,#DIV/0!,10,56.66666667,#REF!
2008,Sep,MEASLES,a)Doses in stock at the beginning of the month,,160,,200,250,,90,340,110,70,110,470,,140,30,#REF!
2008,Sep,MEASLES,b)Doses received within the month,,0,,100,0,,100,0,110,0,0,200,,0,80,#REF!
2008,Sep,MEASLES,c) Total doses stocked in the month=A+B,0,160,0,300,250,,190,340,220,70,110,670,0,140,110,#REF!
2008,Sep,MEASLES,d)Doses remaining at the end of the month,,110,,230,160,,120,260,180,30,100,430,,120,60,#REF!
2008,Sep,MEASLES,e)Doses used in the mont=C-D,0,50,0,70,90,,70,80,40,40,10,240,0,20,50,#REF!
2008,Sep,MEASLES,f)Number of children vaccinated during the month,,24,,38,15,,23,65,12,3,1,129,,3,9,#REF!
2008,Sep,MEASLES,g)Doses wasted in the month=E-F,0,26,0,32,75,,47,15,28,37,9,111,0,17,41,#REF!
2008,Sep,MEASLES,h)wastage rate in the month=[G/E]x100,#DIV/0!,52,#DIV/0!,45.71428571,83.33333333,,67.14285714,18.75,70,92.5,90,46.25,#DIV/0!,85,82,#REF!
2008,Sep,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,,2,,0,110,,100,0,80,100,70,140,,100,0,#REF!
2008,Sep,DPT/HIB/HEP B,b)Doses received within the month,,100,,200,94,,100,200,130,0,0,200,,0,100,#REF!
2008,Sep,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,0,102,0,200,204,,200,200,210,100,70,340,0,100,100,#REF!
2008,Sep,DPT/HIB/HEP B,d)Doses remaining at the end of the month,,36,,84,99,,102,10,142,80,54,44,,80,48,#REF!
2008,Sep,DPT/HIB/HEP B,e)Doses used in the mont=C-D,0,66,0,116,105,,98,190,68,20,16,296,0,20,52,#REF!
2008,Sep,DPT/HIB/HEP B,f)Number of children vaccinated during the month,,65,,135,69,,91,188,63,20,16,230,,19,41,#REF!
2008,Sep,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,0,1,0,-19,36,,7,2,5,0,0,66,0,1,11,#REF!
2008,Sep,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,#DIV/0!,1.515151515,#DIV/0!,-16.37931034,34.28571429,,7.142857143,1.052631579,7.352941176,0,0,22.2972973,#DIV/0!,5,21.15384615,#REF!
2008,Sep,TT,a)Doses in stock at the beginning of the month,,80,,270,160,,47,100,50,70,95,278,,180,190,#REF!
2008,Sep,TT,b)Doses received within the month,,0,,200,0,,100,0,0,0,0,200,,0,70,#REF!
2008,Sep,TT,c) Total doses stocked in the month=A+B,0,80,0,470,160,,147,100,50,70,95,478,0,180,260,#REF!
2008,Sep,TT,d)Doses remaining at the end of the month,,0,,320,80,,54,20,40,52,90,350,,130,200,#REF!
2008,Sep,TT,e)Doses used in the mont=C-D,0,80,0,150,80,,93,80,10,18,5,128,0,50,60,#REF!
2008,Sep,TT,f)Number of children vaccinated during the month,,28,,57,55,,79,78,10,18,5,102,,44,42,#REF!
2008,Sep,TT,g)Doses wasted in the month=E-F,0,52,0,93,25,,14,2,0,0,0,26,0,6,18,#REF!
2008,Sep,TT,h)wastage rate in the month=[G/E]x100,#DIV/0!,65,#DIV/0!,62,31.25,,15.05376344,2.5,0,0,0,20.3125,#DIV/0!,12,30,#REF!
2008,Oct,BCG,a)Doses in stock at the beginning of the month,40,120,100,260,,,40,80,100,60,0,180,60,20,80,
2008,Oct,BCG,b)Doses received within the month,80,0,0,0,,,0,0,0,0,0,0,0,0,0,
2008,Oct,BCG,c) Total doses stocked in the month=A+B,120,120,100,260,0,0,40,80,100,60,0,180,60,20,80,
2008,Oct,BCG,d)Doses remaining at the end of the month,0,80,70,80,,,0,20,60,20,0,0,20,10,0,
2008,Oct,BCG,e)Doses used in the month=C-D,120,40,30,180,0,0,40,60,40,40,0,180,40,10,80,
2008,Oct,BCG,f)Number of children vaccinated during the month,23,6,6,39,,,6,59,2,7,0,93,19,4,31,
2008,Oct,BCG,g)Doses wasted in the month=E-F,97,34,24,141,0,0,34,1,38,33,0,87,21,6,49,
2008,Oct,BCG,h)wastage rate in the month=[G/E]x100,80.83333333,85,80,78.33333333,#DIV/0!,#DIV/0!,85,1.666666667,95,82.5,#DIV/0!,48.33333333,52.5,60,61.25,
2008,Oct,OPV,a)Doses in stock at the beginning of the month,160,20,128,280,,,236,320,96,160,40,230,184,60,280,
2008,Oct,OPV,b)Doses received within the month,260,200,0,100,,,100,0,0,0,100,400,0,0,0,
2008,Oct,OPV,c) Total doses stocked in the month=A+B,420,220,128,380,0,0,336,320,96,160,140,630,184,60,280,
2008,Oct,OPV,d)Doses remaining at the end of the month,100,140,70,220,,,205,160,70,40,80,40,125,44,140,
2008,Oct,OPV,e)Doses used in the mont=C-D,320,80,58,160,0,0,131,160,26,120,60,590,59,16,140,
2008,Oct,OPV,f)Number of children vaccinated during the month,184,53,18,185,,,124,158,17,48,26,394,54,16,32,
2008,Oct,OPV,g)Doses wasted in the month=E-F,136,27,40,-25,0,0,7,2,9,72,34,196,5,0,108,
2008,Oct,OPV,h)wastage rate in the month=[G/E]x100,42.5,33.75,68.96551724,-15.625,#DIV/0!,#DIV/0!,5.34351145,1.25,34.61538462,60,56.66666667,33.22033898,8.474576271,0,77.14285714,
2008,Oct,MEASLES,a)Doses in stock at the beginning of the month,70,110,40,230,,,120,370,30,180,120,230,10,100,100,
2008,Oct,MEASLES,b)Doses received within the month,150,,0,100,,,50,0,0,0,0,300,20,50,0,
2008,Oct,MEASLES,c) Total doses stocked in the month=A+B,220,110,40,330,0,0,170,370,30,180,120,530,30,150,100,
2008,Oct,MEASLES,d)Doses remaining at the end of the month,120,80,20,250,,,90,300,20,140,100,310,10,140,40,
2008,Oct,MEASLES,e)Doses used in the mont=C-D,100,30,20,80,0,0,80,70,10,40,20,220,20,10,60,
2008,Oct,MEASLES,f)Number of children vaccinated during the month,29,2,4,40,,,26,41,1,12,4,129,6,1,8,
2008,Oct,MEASLES,g)Doses wasted in the month=E-F,71,28,16,40,0,0,54,29,9,28,16,91,14,9,52,
2008,Oct,MEASLES,h)wastage rate in the month=[G/E]x100,71,93.33333333,80,50,#DIV/0!,#DIV/0!,67.5,41.42857143,90,70,80,41.36363636,70,90,86.66666667,
2008,Oct,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,96,36,28,184,,,102,224,78,142,80,44,52,54,300,
2008,Oct,DPT/HIB/HEP B,b)Doses received within the month,200,116,0,100,,,100,0,0,0,0,500,0,0,0,
2008,Oct,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,296,152,28,284,0,0,202,224,78,142,80,544,52,54,300,
2008,Oct,DPT/HIB/HEP B,d)Doses remaining at the end of the month,186,92,13,148,,,90,60,60,134,82,208,0,36,200,
2008,Oct,DPT/HIB/HEP B,e)Doses used in the mont=C-D,110,60,15,136,0,0,112,164,18,8,-2,336,52,18,100,
2008,Oct,DPT/HIB/HEP B,f)Number of children vaccinated during the month,96,52,15,125,,,110,150,15,49,0,270,48,18,58,
2008,Oct,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,14,8,0,11,0,0,2,14,3,-41,-2,66,4,0,42,
2008,Oct,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,12.72727273,13.33333333,0,8.088235294,#DIV/0!,#DIV/0!,1.785714286,8.536585366,16.66666667,-512.5,100,19.64285714,7.692307692,0,42,
2008,Oct,TT,a)Doses in stock at the beginning of the month,120,0,60,320,,,54,110,40,60,120,350,53,96,400,
2008,Oct,TT,b)Doses received within the month,80,200,0,100,,,100,0,0,0,0,0,0,0,60,
2008,Oct,TT,c) Total doses stocked in the month=A+B,200,200,60,420,0,0,154,110,40,60,120,350,53,96,460,
2008,Oct,TT,d)Doses remaining at the end of the month,10,130,30,330,,,94,10,12,20,80,240,43,81,400,
2008,Oct,TT,e)Doses used in the mont=C-D,190,70,30,90,0,0,60,100,28,40,50,110,10,15,60,
2008,Oct,TT,f)Number of children vaccinated during the month,132,17,23,80,,,49,90,28,17,64,54,10,15,30,
2008,Oct,TT,g)Doses wasted in the month=E-F,58,53,7,10,0,0,11,10,0,23,-14,56,0,0,30,
2008,Oct,TT,h)wastage rate in the month=[G/E]x100,30.52631579,75.71428571,23.33333333,11.11111111,#DIV/0!,#DIV/0!,18.33333333,10,0,57.5,-28,50.90909091,0,0,50,
2008,Nov,BCG,a)Doses in stock at the beginning of the month,0,80,,80,,160,0,20,0,160,0,0,0,20,0,360
2008,Nov,BCG,b)Doses received within the month,400,100,,200,,700,260,100,100,0,0,0,400,100,0,1760
2008,Nov,BCG,c) Total doses stocked in the month=A+B,400,180,,280,,860,260,120,100,160,0,0,400,120,0,2120
2008,Nov,BCG,d)Doses remaining at the end of the month,60,120,,80,,260,140,40,80,120,0,0,140,80,0,920
2008,Nov,BCG,e)Doses used in the month=C-D,340,60,,200,,600,120,80,20,40,0,0,260,40,0,1186
2008,Nov,BCG,f)Number of children vaccinated during the month,109,16,,26,,151,25,42,8,4,0,0,122,10,0,388
